,_id,_index,_score,_type,description,href,image,price,site,title,name,ram,memory,color,guarantee
41,f57646e64c202aa9e98b22a4042535cac5f7ba97,scrapy,0,items,"[""Galaxy J6 Plus - 6.0\"" - 3 Go - 32 Go - Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-j6-plus-6.0-3-go-32-go-noir-garantie-1-an-samsung-mpg2321.html""]","[""https://tn.jumia.is/AkF-UHcTqvXphpeJuhn_JBq6b9M=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/83/4851/1.jpg?9330""]","[""619 ""]",jumia,"[""Galaxy J6 Plus - 6.0\"" - 3 Go - 32 Go - Noir - Garantie 1 an""]","[""Galaxy J6 Plus ", 3 Go , 32 Go , Noir ," Garantie 1 an""]"
42,d2aac6a64a1530c0988323f6876a8bbc9d27d141,scrapy,0,items,"[""Y9 2019 - 6.5\"" - 4 Go - 64 Go - Black - Garantie 1 An""]","[""https://www.jumia.com.tn/y9-2019-6.5-4-go-64-go-black-garantie-1-an-huawei-mpg3182.html""]","[""https://tn.jumia.is/nHwFCeSAm7QQSj7sH6O6Ox4XQg8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/9541/1.jpg?3385""]","[""679 ""]",jumia,"[""Y9 2019 - 6.5\"" - 4 Go - 64 Go - Black - Garantie 1 An""]","[""Y9 2019 ", 4 Go , 64 Go , Black ," Garantie 1 An""]"
43,978e08ca7255fbcccad5f66d1a2d6e6ae69f2c7b,scrapy,0,items,"[""Galaxy A10 - 2 Go - 32 Go - Rouge - Garantie 1 An""]","[""https://www.jumia.com.tn/samsung-galaxy-a10-2-go-32-go-rouge-garantie-1-an-182619.html""]","[""https://tn.jumia.is/F0nJdmbWt6pc3bPolQpKNrED8-Y=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/91/6281/1.jpg?2925""]","[""479 ""]",jumia,"[""Galaxy A10 - 2 Go - 32 Go - Rouge - Garantie 1 An""]","[""Galaxy A10 ", 2 Go , 32 Go , Rouge ," Garantie 1 An""]"
44,fe270a95c993e083f86b757493e001a346cc6f2c,scrapy,0,items,"[""A5s - 6.2\"" - 3 Go - 32 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/oppo-a5s-6.2-3-go-32-go-noir-garantie-1-an-182482.html""]","[""https://tn.jumia.is/WxA7TYhZIi0ktatkxAi6PhWuWGI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/28/4281/1.jpg?6544""]","[""539 ""]",jumia,"[""A5s - 6.2\"" - 3 Go - 32 Go - Noir - Garantie 1 An""]","[""A5s ", 3 Go , 32 Go , Noir ," Garantie 1 An""]"
45,00ccf468749cc1da815758cca41a8c97d9979c2e,scrapy,0,items,"[""Apex - 5.5\"" - 1 Go - 16 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/apex-5.5-1-go-16-go-noir-garantie-1-an-smartec-mpg4607.html""]","[""https://tn.jumia.is/MvCTSLUDP0AvZDpX3JmSLxQM2-Q=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/04/1571/1.jpg?6924""]","[""245 ""]",jumia,"[""Apex - 5.5\"" - 1 Go - 16 Go - Noir - Garantie 1 An""]","[""Apex ", 1 Go , 16 Go , Noir ," Garantie 1 An""]"
46,297ac076d45c08935457aa46f3858ad4878ff08b,scrapy,0,items,"[""A5s - 6.2\"" - 2 Go - 32 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/oppo-a5s-6.2-2-go-32-go-noir-garantie-1-an-178598.html""]","[""https://tn.jumia.is/fubQx9-Co_sevksjNwmrlKHLpts=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/89/5871/1.jpg?4367""]","[""473 ""]",jumia,"[""A5s - 6.2\"" - 2 Go - 32 Go - Noir - Garantie 1 An""]","[""A5s ", 2 Go , 32 Go , Noir ," Garantie 1 An""]"
47,eb88a220f57d5aee7048ec02c656b766c0c655b8,scrapy,0,items,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Brun Ambré - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-y6-prime-2019-6.09-2-go-32-go-brun-ambre-garantie-1-an-181375.html""]","[""https://tn.jumia.is/7kGcaP4JmhKux85e38V1QHU5E2w=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/57/3181/1.jpg?7066""]","[""499 ""]",jumia,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Brun Ambré - Garantie 1 An""]","[""Y6 Prime 2019 ", 2 Go , 32 Go , Brun Ambré ," Garantie 1 An""]"
48,a1a99763fd3f50a47e56e7ac2d229697d79fb11c,scrapy,0,items,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Brune ambré - Garantie 1 An TN""]","[""https://www.jumia.com.tn/huawei-y6-prime-2019-6.09-2-go-32-go-brune-ambre-garantie-1-an-tn-181531.html""]","[""https://tn.jumia.is/w0Pzsg9qunqIu48ZMxuubMisqpo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/13/5181/1.jpg?0669""]","[""489 ""]",jumia,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Brune ambré - Garantie 1 An TN""]","[""Y6 Prime 2019 ", 2 Go , 32 Go , Brune ambré ," Garantie 1 An TN""]"
49,1ff9da07dddf04ce8cf06615a9a7a360b5f7d9db,scrapy,0,items,"[""Apex - 5.5\"" - 1 Go - 16 Go - Rose - Garantie 1 An""]","[""https://www.jumia.com.tn/smartec-apex-5.5-1-go-16-go-rose-garantie-1-an-172793.html""]","[""https://tn.jumia.is/JwR0COco-bBBQ8ZmY62a74k0_Ws=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/39/7271/1.jpg?1825""]","[""245 ""]",jumia,"[""Apex - 5.5\"" - 1 Go - 16 Go - Rose - Garantie 1 An""]","[""Apex ", 1 Go , 16 Go , Rose ," Garantie 1 An""]"
50,2387ad34a2179326ec43755cf8e77c29f0a65ba5,scrapy,0,items,"[""Galaxy A20 - 6.4\"" - 2 Go - 32 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/samsung-galaxy-a20-6.4-2-go-32-go-noir-garantie-1-an-182455.html""]","[""https://tn.jumia.is/Utn7BWw3prGB7Uv5xet11_YyvcE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/4281/1.jpg?3512""]","[""529 ""]",jumia,"[""Galaxy A20 - 6.4\"" - 2 Go - 32 Go - Noir - Garantie 1 An""]","[""Galaxy A20 ", 2 Go , 32 Go , Noir ," Garantie 1 An""]"
51,be7b505ec0aaeba750e7b06d6dd3ee5cd6d40297,scrapy,0,items,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/y6-prime-2019-6.09-2-go-32-go-bleu-garantie-1-an-huawei-mpg2230.html""]","[""https://tn.jumia.is/TsWCy8id_iCPY8oFfe3n-q5zck8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/96/9471/1.jpg?2901""]","[""509 ""]",jumia,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Bleu - Garantie 1 An""]","[""Y6 Prime 2019 ", 2 Go , 32 Go , Bleu ," Garantie 1 An""]"
52,a9066d1311fb2c441ac5728526aa9252cd8415b6,scrapy,0,items,"[""Galaxy J4+ - 4G - 2 Go  - 32 Go-  Double SIM - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/samsung-galaxy-j4-4g-2-go-32-go-double-sim-noir-garantie-1-an-182880.html""]","[""https://tn.jumia.is/bTPhDibsIPVNXBmkKn3_edbhHR0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/08/8281/1.jpg?3068""]","[""599 ""]",jumia,"[""Galaxy J4+ - 4G - 2 Go  - 32 Go-  Double SIM - Noir - Garantie 1 An""]","[""Galaxy J4+ ", 2 Go  , 32 Go, Noir ," Garantie 1 An""]"
53,d6044e25a9bad8ed42cddc6a3d00c3a125634142,scrapy,0,items,"[""IPhone X - 5.8\"" - 3 Go - 64 Go - Space Gray - Garantie 1 An""]","[""https://www.jumia.com.tn/iphone-x-64-go-3go-5.8-gris-garantie-1-an-apple-mpg22.html""]","[""https://tn.jumia.is/LJ1OdQ6gFKZzYiqbq1SaLhfRHpY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/18/0541/1.jpg?4945""]","[""2 879 ""]",jumia,"[""IPhone X - 5.8\"" - 3 Go - 64 Go - Space Gray - Garantie 1 An""]","[""IPhone X ", 3 Go , 64 Go , Space Gray ," Garantie 1 An""]"
54,73c402e7bd9662568aec1426c30cf08050fe2577,scrapy,0,items,"[""Y7 prime 2019 - 6.26\"" - 3 Go - 32 Go - Blue - Garantie 1An""]","[""https://www.jumia.com.tn/huawei-y7-prime-2019-6.26-3-go-32-go-blue-garantie-1an-142230.html""]","[""https://tn.jumia.is/xaqxKgBDikAsXOiJEifC_83FvTI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/03/2241/1.jpg?7312""]","[""589 ""]",jumia,"[""Y7 prime 2019 - 6.26\"" - 3 Go - 32 Go - Blue - Garantie 1An""]","[""Y7 prime 2019 ", 3 Go , 32 Go , Blue ," Garantie 1An""]"
55,f9190f52390e428e01598c67a82288d9a624516c,scrapy,0,items,"[""Y7 Prime 2019 - 6.26\"" - 3Go - 32Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-y7-prime-2019-6.26-3go-32go-noir-garantie-1-an-142229.html""]","[""https://tn.jumia.is/rB0EzHNTLfDfIXgj8iS7dI3C-xw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/92/2241/1.jpg?7306""]","[""589 ""]",jumia,"[""Y7 Prime 2019 - 6.26\"" - 3Go - 32Go - Noir - Garantie 1 An""]","[""Y7 Prime 2019 ", 3Go , 32Go , Noir ," Garantie 1 An""]"
56,41ecf2bf14bd24e3b6e8ef90601df6678d91df04,scrapy,0,items,"[""Galaxy J4 Plus - 6\"" - RAM 2 GB - 32 GB - Gold - Garantie 1an""]","[""https://www.jumia.com.tn/samsung-galaxy-j4-plus-6-ram-2-gb-32-gb-gold-garantie-1an-100822.html""]","[""https://tn.jumia.is/CuAwJ_lgerrhbJLRBovuUSKGbXI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/22/8001/1.jpg?8784""]","[""649 ""]",jumia,"[""Galaxy J4 Plus - 6\"" - RAM 2 GB - 32 GB - Gold - Garantie 1an""]","[""Galaxy J4 Plus ", RAM 2 GB , 32 GB , Gold ," Garantie 1an""]"
57,03c70b0f7ee139622b5825fd25a72fbacffe0e26,scrapy,0,items,"[""Y7 Prime 2019 - 6.2\"" - 3 Go - 32 Go - Bleu - Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]","[""https://www.jumia.com.tn/huawei-y7-prime-2019-6.2-3-go-32-go-bleu-garantie-1-an-abonnement-oryxo-iptv-baguette-selfie-138270.html""]","[""https://tn.jumia.is/z7YwI3OHxnymoa8c9UixktmBs0U=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/07/2831/1.jpg?6100""]","[""669 ""]",jumia,"[""Y7 Prime 2019 - 6.2\"" - 3 Go - 32 Go - Bleu - Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]","[""Y7 Prime 2019 ", 3 Go , 32 Go , Bleu ," Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]"
58,a17e441652cfa8b1b472fcd944c9d34eaf3ddb89,scrapy,0,items,"[""Y7 prime 2019 - 6.26\"" - 3 Go - 32 Go - Rouge - Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]","[""https://www.jumia.com.tn/huawei-y7-prime-2019-6.26-3-go-32-go-rouge-garantie-1-an-abonnement-oryxo-iptv-baguette-selfie-138041.html""]","[""https://tn.jumia.is/nPOyS4UgJVAcgPfBbZg-WGKznF4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/14/0831/1.jpg?0074""]","[""669 ""]",jumia,"[""Y7 prime 2019 - 6.26\"" - 3 Go - 32 Go - Rouge - Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]","[""Y7 prime 2019 ", 3 Go , 32 Go , Rouge ," Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]"
59,e18b04a41eb0dce9af9847fe057a4ad59d2e0dcb,scrapy,0,items,"[""Y7 Prime 2019 - 6.26\"" - 3 Go - 32 Go - Rouge - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-y7-prime-2019-6.26-3-go-32-go-rouge-garantie-1-an-157429.html""]","[""https://tn.jumia.is/qo3S1kgc5u6MiYsueROm80mw-4k=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/92/4751/1.jpg?8308""]","[""669 ""]",jumia,"[""Y7 Prime 2019 - 6.26\"" - 3 Go - 32 Go - Rouge - Garantie 1 An""]","[""Y7 Prime 2019 ", 3 Go , 32 Go , Rouge ," Garantie 1 An""]"
60,8e007a3fa9bf3ab629d6dcaa2b43c60105d65fb0,scrapy,0,items,"[""Y7 Prime 2019 - 6.2\"" - 3 Go - 32 Go - Noir - Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]","[""https://www.jumia.com.tn/huawei-y7-prime-2019-6.2-3-go-32-go-noir-garantie-1-an-abonnement-oryxo-iptv-baguette-selfie-157984.html""]","[""https://tn.jumia.is/YK4X8GJPPfkYYCkedXQTbp8ijTM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/48/9751/1.jpg?2579""]","[""669 ""]",jumia,"[""Y7 Prime 2019 - 6.2\"" - 3 Go - 32 Go - Noir - Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]","[""Y7 Prime 2019 ", 3 Go , 32 Go , Noir ," Garantie 1 An + Abonnement ORYXO Iptv & Baguette Selfie""]"
61,be5c88ee64483c0f7e644573ffde7202b1b792a5,scrapy,0,items,"[""Y9 2019 - 6.5\"" - 4 Go - 64 Go - Bleu Saphir - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-y9-2019-6.5-4-go-64-go-bleu-saphir-garantie-1-an-180117.html""]","[""https://tn.jumia.is/Ap97m1F799zKaVbjZguPP2Rop8Q=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/1081/1.jpg?0877""]","[""679 ""]",jumia,"[""Y9 2019 - 6.5\"" - 4 Go - 64 Go - Bleu Saphir - Garantie 1 An""]","[""Y9 2019 ", 4 Go , 64 Go , Bleu Saphir ," Garantie 1 An""]"
62,b4fee7bba850db00b417a148a245dea6f0f5f2a0,scrapy,0,items,"[""Huawei Y9 2019 - 6.5\"" - 4 Go - 64 Go - Aurora purple - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-huawei-y9-2019-6.5-4-go-64-go-aurora-purple-garantie-1-an-181127.html""]","[""https://tn.jumia.is/QtL7D8xHL6ZZFsiHom4ReBH-nZQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/72/1181/1.jpg?3328""]","[""659 ""]",jumia,"[""Huawei Y9 2019 - 6.5\"" - 4 Go - 64 Go - Aurora purple - Garantie 1 An""]","[""Huawei Y9 2019 ", 4 Go , 64 Go , Aurora purple ," Garantie 1 An""]"
63,191af204954bd4115db0775410fb1b980d8027fa,scrapy,0,items,"[""Power 2 Gold - 5'' - 2 Go - 16 Go - Empreinte - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/leagoo-power-2-gold-5-2-go-16-go-empreinte-gold-garantie-1-an-170449.html""]","[""https://tn.jumia.is/xjhrLPa1GpsOhmNmO_LGEGWylGo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/4071/1.jpg?8205""]","[""269 ""]",jumia,"[""Power 2 Gold - 5'' - 2 Go - 16 Go - Empreinte - Gold - Garantie 1 An""]","[""Power 2 Gold ", 2 Go , 16 Go , Gold ," Garantie 1 An""]"
64,bde049851bc4a7054ca6993ef4a36a2bd414857b,scrapy,0,items,"[""Y5 Lite 2018 - 5.45\"" - 1 Go - 16 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/y5-lite-2018-5.45-1-go-16-go-bleu-garantie-1-an-huawei-mpg258.html""]","[""https://tn.jumia.is/g5AHRpTZ9mSwkngU4Q5CX4_k778=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/35/7341/1.jpg?8585""]","[""329 ""]",jumia,"[""Y5 Lite 2018 - 5.45\"" - 1 Go - 16 Go - Bleu - Garantie 1 An""]","[""Y5 Lite 2018 ", 1 Go , 16 Go , Bleu ," Garantie 1 An""]"
65,d1fc5055fbb8a20d5978d4bef4877bcd84f79082,scrapy,0,items,"[""Z6 Mini 3G - 4\"" - 512 Mo -  4 Go - noir - Garantie 1 an""]","[""https://www.jumia.com.tn/leagoo-z6-mini-3g-4-512-mo-4-go-noir-garantie-1-an-55242.html""]","[""https://tn.jumia.is/Ht6UHx3jRHsfSgdyAeJHlKATVLM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/24/255/1.jpg?5003"",""https://tn.jumia.is/h4lT--U9gfGz5m48YYJ47hYPOPw=/fit-in/60x60/filters:fill(white):sharpen(1,0,false):quality(100)/product/68/975/1.jpg?4188""]","[""139 ""]",jumia,"[""Z6 Mini 3G - 4\"" - 512 Mo -  4 Go - noir - Garantie 1 an""]","[""Z6 Mini 3G ", 512 Mo ,  4 Go , noir ," Garantie 1 an""]"
66,7465f5330aaee1d78360c683c3b80d3556083544,scrapy,0,items,"[""Vyper - Ecran 5.4\"" - 1 Go - 8 Go - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/lp-vyper-ecran-5.4-1-go-8-go-gold-garantie-1-an-174764.html""]","[""https://tn.jumia.is/2CK4Y1ahUxokttU6Gxj2zLiXHfk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/46/7471/1.jpg?0805""]","[""209 ""]",jumia,"[""Vyper - Ecran 5.4\"" - 1 Go - 8 Go - Gold - Garantie 1 An""]","[""Vyper ", 1 Go , 8 Go , Gold ," Garantie 1 An""]"
67,2a5219fd64a866337b797a78058a3936d99574e2,scrapy,0,items,"[""Z6 Mini - 4\"" - 512 Mo - 4 Go - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/leagoo-z6-mini-4-512-mo-4-go-gold-garantie-1-an-126003.html""]","[""https://tn.jumia.is/8IDLAZ8UQk8Q3x8lBHfFE6cloNM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/30/0621/1.jpg?7209""]","[""125 ""]",jumia,"[""Z6 Mini - 4\"" - 512 Mo - 4 Go - Gold - Garantie 1 An""]","[""Z6 Mini ", 512 Mo , 4 Go , Gold ," Garantie 1 An""]"
68,2a1b321fd38490ccfee1262a28119ef45792f22b,scrapy,0,items,"[""Galaxy Grand Prime Plus - 5\"" - 1.5 Go - 8 Go - 4G - Gold""]","[""https://www.jumia.com.tn/samsung-galaxy-grand-prime-plus-5-1.5-go-8-go-4g-gold-169696.html""]","[""https://tn.jumia.is/IxtOhdRFGwPxEO-pirahXnZTCXI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/69/6961/1.jpg?4508""]","[""369 ""]",jumia,"[""Galaxy Grand Prime Plus - 5\"" - 1.5 Go - 8 Go - 4G - Gold""]","[""Galaxy Grand Prime Plus ", 1.5 Go , 8 Go , 4G ," Gold""]"
69,d1ce975463a990c1483e440fc06299d4cb543e07,scrapy,0,items,"[""iPhone XS MAX - 6.5\"" - 4 Go - 64 Go - SpaceGray - Garantie 1 an""]","[""https://www.jumia.com.tn/apple-iphone-xs-max-6.5-4-go-64-go-spacegray-garantie-1-an-182485.html""]","[""https://tn.jumia.is/-lqSflZqhI6Au_sxY_PYgMT0Co8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/58/4281/1.jpg?6904""]","[""3 499 ""]",jumia,"[""iPhone XS MAX - 6.5\"" - 4 Go - 64 Go - SpaceGray - Garantie 1 an""]","[""iPhone XS MAX ", 4 Go , 64 Go , SpaceGray ," Garantie 1 an""]"
70,44d901587995e34cdf2f551bff912a1f96c28cd7,scrapy,0,items,"[""Galaxy A30 - 6.4\"" - 4 Go - 64 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/samsung-galaxy-a30-6.4-4-go-64-go-bleu-garantie-1-an-152351.html""]","[""https://tn.jumia.is/ox42YNxyehZeepfD8bvBM9B6yiw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/15/3251/1.jpg?2747""]","[""675 ""]",jumia,"[""Galaxy A30 - 6.4\"" - 4 Go - 64 Go - Bleu - Garantie 1 An""]","[""Galaxy A30 ", 4 Go , 64 Go , Bleu ," Garantie 1 An""]"
71,62ddd1e3d4730eacb155b60cc19b237c5b7110ff,scrapy,0,items,"[""iPhone 7 Plus - 5.5\"" - 3 Go - 256 Go - Space Grey - Garantie 1 An""]","[""https://www.jumia.com.tn/apple-iphone-7-plus-5.5-3-go-256-go-space-grey-garantie-1-an-136955.html""]","[""https://tn.jumia.is/ZmwOnd8hXOV4o4XIXywYd6HGP1w=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/9631/1.jpg?5468""]","[""2 799 ""]",jumia,"[""iPhone 7 Plus - 5.5\"" - 3 Go - 256 Go - Space Grey - Garantie 1 An""]","[""iPhone 7 Plus ", 3 Go , 256 Go , Space Grey ," Garantie 1 An""]"
72,78c84bd65beeaecd060145d88e1e1ed806637657,scrapy,0,items,"[""V5 Nano - 4\"" - 4 Go - 512 Mo - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/v5-nano-4-4-go-512-mo-gold-garantie-1-an-evertek-mpg1981.html""]","[""https://tn.jumia.is/cbQ_-1Bj-GKvHWF6SfPTaPZhavg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/97/1071/1.jpg?7553""]","[""128 ""]",jumia,"[""V5 Nano - 4\"" - 4 Go - 512 Mo - Gold - Garantie 1 An""]","[""V5 Nano ", 4 Go , 512 Mo , Gold ," Garantie 1 An""]"
73,1017368d3824748fb6b825cff303730711b99b7d,scrapy,0,items,"[""P30 Pro - 6.47\"" - 8 Go - 128 Go - Breathing Crystal - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-p30-pro-6.47-8-go-128-go-breathing-crystal-garantie-1-an-178816.html""]","[""https://tn.jumia.is/lPo52XGamgXy-sz4cojd4t5Ebbk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/61/8871/1.jpg?8191""]","[""2 899 ""]",jumia,"[""P30 Pro - 6.47\"" - 8 Go - 128 Go - Breathing Crystal - Garantie 1 An""]","[""P30 Pro ", 8 Go , 128 Go , Breathing Crystal ," Garantie 1 An""]"
74,e0b8d20ae2472141ca19c757c35517eca7e301c3,scrapy,0,items,"[""iPhone XS MAX - 6.5\"" - 4 Go - 512 Go - Silver- Garantie 1 An""]","[""https://www.jumia.com.tn/apple-iphone-xs-max-6.5-4-go-512-go-silver-garantie-1-an-174978.html""]","[""https://tn.jumia.is/fk622GcRe_VHwi5VpAA3WW4v6cI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/87/9471/1.jpg?9047""]","[""4 399 ""]",jumia,"[""iPhone XS MAX - 6.5\"" - 4 Go - 512 Go - Silver- Garantie 1 An""]","[""iPhone XS MAX ", 4 Go , 512 Go , Silver," Garantie 1 An""]"
75,d6ae0b642dae8541bf2f64bddc570d6e771721ee,scrapy,0,items,"[""iPhone 8 plus - 5.5\"" - 3 Go - 64 Go - Silver - Garantie 1 an""]","[""https://www.jumia.com.tn/apple-iphone-8-plus-5.5-3-go-64-go-silver-garantie-1-an-179670.html""]","[""https://tn.jumia.is/BkkOkHgMID8yx0kY198f-UlhKMw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/07/6971/1.jpg?3507""]","[""2 499 ""]",jumia,"[""iPhone 8 plus - 5.5\"" - 3 Go - 64 Go - Silver - Garantie 1 an""]","[""iPhone 8 plus ", 3 Go , 64 Go , Silver ," Garantie 1 an""]"
76,e579b98cdb97a4327729c3584e9bbaf510888900,scrapy,0,items,"[""Plume L3 Smart - 6.19\"" - 3 Go - 32 Go - Silver - Garantie 1 An""]","[""https://www.jumia.com.tn/condor-plume-l3-smart-6.19-3-go-32-go-silver-garantie-1-an-151300.html""]","[""https://tn.jumia.is/iS2R8lh0uW-1MdM4Dpf7SPBGwY0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/00/3151/1.jpg?5326""]","[""575 ""]",jumia,"[""Plume L3 Smart - 6.19\"" - 3 Go - 32 Go - Silver - Garantie 1 An""]","[""Plume L3 Smart ", 3 Go , 32 Go , Silver ," Garantie 1 An""]"
77,e52c83299961c25e7f75e87c8734cad8d7fe1bbb,scrapy,0,items,"[""Galaxy A20 -  6.4\"" - 3 Go - 32 Go - Rouge - Garantie 1 An""]","[""https://www.jumia.com.tn/galaxy-a20-6.4-3-go-32-go-rouge-garantie-1-an-samsung-mpg4444.html""]","[""https://tn.jumia.is/GoZ7vWjG5ObB9uYr4p7ofCGO0js=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/37/1261/1.jpg?2900""]","[""599 ""]",jumia,"[""Galaxy A20 -  6.4\"" - 3 Go - 32 Go - Rouge - Garantie 1 An""]","[""Galaxy A20 ", 3 Go , 32 Go , Rouge ," Garantie 1 An""]"
78,26d6209fdaf10f17246790e92d8478b60d8554e9,scrapy,0,items,"[""V4 Plus  - 5\"" - 1 Go - 8 Go - Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/v4-plus-5-1-go-8-go-noir-garantie-1-an-evertek-mpg1484.html""]","[""https://tn.jumia.is/3mVjyNOJWxbt9kSgF2HsQyOxxyo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/62/4231/1.jpg?4485""]","[""229 ""]",jumia,"[""V4 Plus  - 5\"" - 1 Go - 8 Go - Noir - Garantie 1 an""]","[""V4 Plus  ", 1 Go , 8 Go , Noir ," Garantie 1 an""]"
79,31bf06f848344c63bf413e93beafba751d4856b0,scrapy,0,items,"[""Y8 - 6.1 \"" - 3 Go - 16 GO - Double SIM - Violet - Garantie 1 An""]","[""https://www.jumia.com.tn/doogee-y8-6.1-3-go-16-go-double-sim-violet-garantie-1-an-145111.html""]","[""https://tn.jumia.is/nkwvv0wECvZ-_W5EkUWPPio1iRI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/11/1541/1.jpg?5767""]","[""430 ""]",jumia,"[""Y8 - 6.1 \"" - 3 Go - 16 GO - Double SIM - Violet - Garantie 1 An""]","[""Y8 ", 3 Go , 16 GO , Violet ," Garantie 1 An""]"
